"±¸ºÐ","Ç×¸ñ","´ÜÀ§","2014.01 ¿ù","2014.02 ¿ù","2014.03 ¿ù","2014.04 ¿ù","2014.05 ¿ù","2014.06 ¿ù","2014.07 ¿ù","2014.08 ¿ù","2014.09 ¿ù","2014.10 ¿ù","2014.11 ¿ù","2014.12 ¿ù","2015.01 ¿ù","2015.02 ¿ù","2015.03 ¿ù","2015.04 ¿ù","2015.05 ¿ù","2015.06 ¿ù","2015.07 ¿ù","2015.08 ¿ù","2015.09 ¿ù","2015.10 ¿ù","2015.11 ¿ù","2015.12 ¿ù","2016.01 ¿ù","2016.02 ¿ù","2016.03 ¿ù","2016.04 ¿ù","2016.05 ¿ù","2016.06 ¿ù","2016.07 ¿ù","2016.08 ¿ù","2016.09 ¿ù","2016.10 ¿ù","2016.11 ¿ù","2016.12 ¿ù","2017.01 ¿ù","2017.02 ¿ù","2017.03 ¿ù","2017.04 ¿ù","2017.05 ¿ù","2017.06 ¿ù","2017.07 ¿ù","2017.08 ¿ù","2017.09 ¿ù","2017.10 ¿ù","2017.11 ¿ù","2017.12 ¿ù","2018.01 ¿ù","2018.02 ¿ù","2018.03 ¿ù","2018.04 ¿ù","2018.05 ¿ù","2018.06 ¿ù","2018.07 ¿ù","2018.08 ¿ù","2018.09 ¿ù","2018.10 ¿ù","2018.11 ¿ù","2018.12 ¿ù","2019.01 ¿ù","2019.02 ¿ù","2019.03 ¿ù","2019.04 ¿ù","2019.05 ¿ù","2019.06 ¿ù","2019.07 ¿ù","2019.08 ¿ù","2019.09 ¿ù","2019.10 ¿ù","2019.11 ¿ù","2019.12 ¿ù","2020.01 ¿ù","2020.02 ¿ù","2020.03 ¿ù","2020.04 ¿ù","2020.05 ¿ù","2020.06 ¿ù","2020.07 ¿ù","2020.08 ¿ù","2020.09 ¿ù","2020.10 ¿ù","2020.11 ¿ù","2020.12 ¿ù","2021.01 ¿ù","2021.02 ¿ù","2021.03 ¿ù","2021.04 ¿ù","2021.05 ¿ù","2021.06 ¿ù","2021.07 ¿ù","2021.08 ¿ù","2021.09 ¿ù","2021.10 ¿ù","2021.11 ¿ù","2021.12 ¿ù","2022.01 ¿ù","2022.02 ¿ù","2022.03 ¿ù","2022.04 ¿ù","2022.05 ¿ù","2022.06 ¿ù","2022.07 ¿ù","2022.08 ¿ù","2022.09 ¿ù","2022.10 ¿ù","2022.11 ¿ù","2022.12 ¿ù","2023.01 ¿ù","2023.02 ¿ù","2023.03 ¿ù","2023.04 ¿ù","2023.05 ¿ù","2023.06 ¿ù","2023.07 ¿ù","2023.08 ¿ù","2023.09 ¿ù","2023.10 ¿ù","2023.11 ¿ù","2023.12 ¿ù",
"¿ïÁø","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.011*",".01",".007",".007",".007",".006",".006",".006",".007",".009",".011",".011",".01",".007",".007",".005",".005",".005",".005",".005",".007",".01",".012",".01",".009",".008",".006",".005",".004",".004",".004",".004",".006",".009",".009",".011",".009",".009",".006",".005",".004",".005",".005",".005",".006",".009",".009",".0093",".0089",".0075",".0056",".0056",".0055",".005",".0047",".0044",".0067",".0082",".0093",
"ºÀÈ­","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".008",".005",".005",".004",".003",".005",".007",".011",".009",".009",".008",".008",".005",".007",".004",".005",".005",".006",".01",".013",".009",".01","0.009*","0.009*",".007",".005",".004",".004",".004",".005",".009",".011",".013",".01",".009",".008",".007",".004",".004",".004",".004",".005","0.009*",".011",".0119",".0104",".0099",".0059",".0052",".0052",".0044",".0038",".0035",".0059",".0104",".0106",
"°í·É","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".008",".01",".013",".013",".01",".009",".008",".006",".007",".006",".005",".005",".008",".01",".009",".009",".006",".006","0.004**",".005",".005",".003",".003",".004",".005","0.008*",".008",".008",".007",".008",".007",".006",".005",".005",".004",".004",".006",".009",".009",".0092",".0105",".0096",".0076",".0069",".006",".005",".005",".0054",".0066",".0081",".0095",
"±ºÀ§","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.010**",".01",".008",".007",".005",".006",".004",".004",".004",".006",".01",".011",".011",".009",".007",".005",".005",".005",".004",".004",".005",".004",".007",".007",".01",".008",".007",".004",".005",".004",".003","0.003*",".002",".004",".008",".01",".0099",".0092",".0074",".0061",".0051",".0044","","","","","","",
"¼ºÁÖ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".017",".015",".013",".013",".01",".009",".013",".018",".021",".02",".018",".016",".014",".012",".009",".012",".009",".006",".009",".014",".019",".015",".019",".016",".017",".011",".01",".006",".009",".008",".011",".015",".02",".018",".0188",".0206",".0196",".0128",".0119",".0102",".0084",".0089",".01",".0151",".0171",".0188",
"¿¹Ãµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".007",".007",".005",".005",".005",".005",".006",".009",".012",".014",".012",".011",".009",".006",".006",".005",".004",".004",".005",".007",".011",".012",".013",".01",".009",".007",".005",".004",".004",".004",".004",".006",".011",".011",".0107",".0112",".0101",".0057",".005",".0044",".0042",".0032",".0044",".0072",".009",".0094",
"Ã»µµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".011",".009",".008",".008",".012",".008",".005",".006",".009",".011",".012",".011",".011",".009",".009",".008",".008",".006",".006",".006",".008",".011",".012",".013",".009",".009",".009",".008",".006",".007",".006",".006",".008",".011",".012",".0113",".0101",".0094",".007",".0071",".0058",".0049",".0048",".0047",".0067",".0094",".0094",
"Ã»¼Û","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.005**",".005",".004",".005",".003",".004",".004",".006",".01",".012",".009",".009",".006",".005",".005",".004",".003",".003",".004",".005",".008",".008",".009",".007",".005",".005",".005",".004",".004",".004",".003",".004",".007",".008",".0076",".0071",".0048",".0034",".0035",".0036",".0028",".0029",".0032",".0043",".0063",".0067",
"¿µ¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".006",".006",".004",".004",".003",".004",".004",".006",".009",".012",".009",".008",".006",".006",".004",".003",".003",".003",".003",".004",".007",".009",".01",".008",".006",".004",".004",".003",".003",".003",".003",".005",".007",".01",".0094",".0068",".0055",".0039",".0031",".0027",".0028",".0026",".0025",".0036",".0059",".0073",
"¹®°æ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.019*",".016",".011",".008",".009",".007",".008",".011",".017",".021",".022",".02",".018",".016",".011",".01",".008",".007",".008",".008",".014",".019",".02",".019",".016",".015",".01",".01",".007",".005",".007",".008",".012",".019",".017",".0218",".0181",".0165",".0116",".0107",".0071",".0071",".0063",".0085",".0155",".0159",".0164",
"µµÆò±Õ","¿ùÆò±Õ","",".024",".02",".019",".018",".016",".013",".012",".012",".013",".017",".025",".021",".023",".022",".023",".017",".016",".014",".012",".013",".014",".018",".019",".022",".023",".02",".022",".018",".015",".014",".011",".01",".012",".015",".02",".02",".019",".018",".018",".014",".013",".012",".012",".01",".013",".014",".019",".019",".018",".019",".016",".013",".012",".011",".01",".01",".012",".015",".022",".02",".02",".017",".016",".014",".014",".011",".009",".009",".009",".011",".016",".017",".016",".014",".012",".01",".008",".009",".008",".007",".009",".012",".014",".015",".014",".013",".012",".01",".009",".008",".007",".007",".007",".01",".014",".014",".015",".011",".012",".009",".008",".007",".007",".007",".007",".009",".014",".013",".0142",".0147",".013",".0093",".0087",".0079",".0073",".0071",".0072",".0099",".0119",".0133",
"Ã¢¿ø","¿ùÆò±Õ","",".032",".026",".024",".028",".022",".018",".016",".013",".016",".023",".03",".023",".025",".024",".024",".02",".021",".018",".015",".015",".016",".025",".023",".026",".025",".022",".024",".021",".02",".017",".017",".016",".017",".019",".027",".027",".025",".023",".025",".021",".02",".018",".015",".014",".019",".017",".027",".027",".025",".025",".021",".019",".017",".017",".014",".013",".013",".02",".031",".025",".025",".023",".021",".019",".02",".017",".014",".014",".015",".017",".025",".028",".023",".022",".017",".015",".013",".013",".014",".011",".013",".018",".022",".024",".022",".019",".017",".015",".013",".014","0.011*","0.010*",".011",".016",".024",".024",".025",".018",".02",".016",".014",".01",".012",".011",".012",".015",".024",".022",".0229",".0232",".021",".0136",".0137",".0128",".0129",".0114",".0123",".0153",".0185",".0218",
"¸¶»ê","¿ùÆò±Õ","",".026",".023",".024",".024",".02",".014",".015",".014",".017",".022",".026",".022","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ÁøÁÖ","¿ùÆò±Õ","",".033",".024",".026",".021",".018",".014",".015",".011",".014",".017",".021",".02",".028",".024",".024",".017",".018",".015",".014",".013",".013",".022",".018",".02",".025",".024",".022",".019",".016",".014",".012",".013",".011",".013",".022",".023",".02",".017",".019",".016",".019",".015",".012",".011",".011",".011",".019",".02",".018",".019",".016",".014",".011",".012",".011",".009",".009",".013",".02",".016",".019",".016",".017",".012",".013",".012",".011",".012",".01",".012",".017",".02",".017",".016",".012",".012",".011",".011",".01",".009",".009","0.013*","0.017*",".02",".018",".018",".014","0.013*","0.012*","0.011*","0.008**","0.007*",".008",".012",".019",".019",".021",".016",".016",".012",".011",".009","0.009*","0.010*","0.007*",".012",".02",".02",".0212",".0187",".0185",".0136",".0125","0.0099*","0.0098*",".0084",".0083",".0121",".0156",".0186",
"ÁøÇØ","¿ùÆò±Õ","",".029",".025",".024",".026",".015",".013",".013",".012",".014",".019",".021",".018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"ÇÏµ¿","¿ùÆò±Õ","",".015",".012",".012",".013",".01",".009",".009",".007",".007",".008",".012",".01",".012",".009",".012",".011",".01",".009",".007",".006",".007",".01",".008",".011",".01",".011",".014",".012",".011",".01",".008",".007",".006",".006",".011",".014",".013",".012",".014",".012",".012",".01",".009",".006",".006",".008",".011",".012",".011",".014",".013",".012",".01",".009",".008",".006",".006",".007",".011",".01",".009",".008",".006",".009",".007",".006","","","",".006",".011",".012",".011",".01","0.009*",".008",".008",".009",".008",".008",".006",".007",".011",".013",".012",".01",".01",".009",".009",".01",".006",".005",".005",".007",".01",".011",".012",".01",".013",".011",".011",".008",".007",".007",".006",".007",".011",".01",".0109",".0116",".0145",".0093",".0102",".0099",".011",".0084",".0076",".0084",".0101",".012",
"±èÇØ","¿ùÆò±Õ","",".027",".024",".024",".027",".021",".02",".017",".011",".012",".02",".023",".017",".019",".018",".019",".016",".018",".015",".015",".014",".017",".024",".023",".026",".024",".021",".026",".024",".021",".021",".016",".014",".018",".018",".028",".026",".023",".021",".022",".019",".021",".017",".015",".012",".016",".015",".026",".022",".022",".026",".023",".022",".021",".021",".018",".015",".016",".019",".029",".024",".022",".02",".019",".019",".02",".016",".012",".012",".014",".015",".023",".026",".021",".023",".018",".013",".011",".013",".012",".01",".013","0.019*",".022",".023",".023",".021",".019",".017",".015",".016",".011",".011",".011",".016",".025",".025",".024",".017",".02",".018",".015",".011",".013",".011",".013",".015",".023",".021",".0231",".0255",".0238",".0162",".0169",".016",".0159",".0138",".015",".0189","0.0197*",".0224",
"¾ç»ê","¿ùÆò±Õ","",".034",".028",".028",".034",".024",".02",".016",".016",".019",".024",".029",".021",".023",".019",".019",".017",".018",".016",".015",".017","0.019**",".023",".02",".02",".025",".026",".029",".026",".023",".019",".016",".016",".018",".021",".026",".028",".026",".024",".026",".022",".025",".02",".017",".015",".02",".018",".031",".026",".025",".023",".021",".02",".018",".02",".017",".014",".015",".021",".03",".026",".026",".022",".022",".021",".021",".017",".015",".014",".014",".017",".024",".026",".022",".022",".018",".015",".015",".015",".015",".012",".014",".019",".024",".024",".019",".019",".017",".016",".015",".015","0.011*","0.010*",".011",".015",".022",".022",".023",".017",".019",".017",".015",".011",".012",".012",".011",".014",".024",".021",".0223",".0225",".021",".0138",".0142",".0132",".0125",".0113",".0122",".0169",".0183",".0206",
"°ÅÁ¦","¿ùÆò±Õ","",".017",".017",".016",".018",".015",".012",".014",".012",".012",".015",".02",".016",".019",".017",".018",".016",".017",".021",".014",".015",".016",".016",".019",".02",".018",".015",".02",".017",".015",".013",".012",".01",".014",".015",".017",".016",".015",".014",".017",".014",".02",".015",".014",".01",".013",".012",".016",".014","0.017**","",".018",".016",".015",".015",".014",".01",".014",".015",".021",".018",".016",".018",".016",".016",".017",".016",".011",".012",".016",".015",".017",".018",".017",".015",".013",".012",".012",".015",".013",".009",".011",".013",".015","0.016**","0.013*",".011",".012",".01",".009",".009",".007",".007",".007",".009",".011",".011",".014",".01",".012",".009",".008",".006",".008","0.006**","0.008**","0.009*",".014",".014",".0142",".015",".0122",".0077",".0076",".0078",".0078",".0065",".0086",".0092",".0105",".0122",
"»çÃµ","¿ùÆò±Õ","",".026",".02",".019",".018",".014",".012",".012",".01",".011",".015",".02",".019",".021",".02",".018",".015",".014",".012",".01",".009",".009",".015",".017",".019",".019",".017",".016",".013",".012",".011",".009",".009",".01",".014",".018",".022",".021",".023",".025",".025",".031",".016",".01",".008",".009",".011",".018",".02",".019",".019",".016",".012",".01",".009",".009",".008",".01",".013",".021",".019",".02",".017",".014",".013",".011",".01",".009",".009",".009",".012",".018",".022",".019",".018",".013",".011",".008",".008",".008",".007",".008",".011",".015","0.018*",".014",".013",".011",".009",".008",".008",".007",".006",".006",".008",".013",".014",".017",".012",".013",".011",".011",".011","0.007**",".01",".009",".01",".015",".014",".0148",".0149",".0144",".01",".0091",".0118","0.0084**","0.0058**","0.0059**","0.0078**",".0112",".0147",
"¹Ð¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.020*",".014",".017",".021",".017",".015",".014",".015",".011",".01",".011",".015",".023",".022",".024",".02",".02",".016",".016",".013",".012",".01",".01",".012",".019",".023",".02",".017",".015",".013",".012",".012",".011",".009",".009",".012",".018",".02",".018",".014",".014",".013",".012",".011",".009",".009",".009",".011",".019",".02",".019",".015",".014",".012",".011",".009",".009",".009",".007",".009",".015",".016",".0186",".0173",".0155",".0109",".0097",".0088",".0081",".0073",".0077",".0104",".0147",".0166",
"Åë¿µ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.014*",".017",".017",".019",".02",".015",".011",".01",".009",".009",".011",".016",".027",".023",".025",".022",".019",".016",".015",".011",".01",".011",".012",".014",".022",".027",".024",".021",".016",".014",".011",".011",".011",".008",".01",".015",".018",".023",".019",".017",".016",".014",".011",".01",".008",".008",".01",".014",".021",".023",".026",".015",".015",".009",".012",".009",".008",".009",".01",".012",".019",".02",".0223",".0207",".0171",".0117",".0102",".0091",".0081",".0072",".0086",".0124",".0134",".0169",
"°í¼º","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".019",".016",".015",".013",".011",".01",".009",".009",".01",".011",".016",".02",".018",".014",".012",".011",".009",".008",".008",".007",".008",".01",".013",".017",".014",".014",".012",".01",".009",".008",".007",".007",".008",".01",".016",".017",".019",".013",".013",".01",".009",".007",".008",".008",".008",".009",".014",".014",".0148",".0137",".0124",".0098",".008",".0072",".0062",".006",".0072",".0096",".0109",".0138",
"°ÅÃ¢","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".02",".016",".016",".013",".012",".01",".009",".009",".009","",".017",".02",".018",".014",".013",".011",".01",".01",".008",".007",".008",".011",".015",".016",".015",".013",".011",".01",".008",".008",".007",".007",".007",".01",".016",".016",".017",".014",".015",".011","0.009*","0.008*",".008",".007",".009",".012",".019",".018",".018",".0184",".0181",".0127",".0107",".0082",".0059",".0063",".007",".01",".0115",".0133",
"ÇÔ¾È","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".019",".013",".014",".012",".011",".009",".008",".008",".009","",".015",".02",".018",".014",".013",".011",".008",".008",".008",".006",".008",".01",".014",".017",".016",".014",".01",".01",".008",".008",".008",".007",".009",".009",".013",".016",".018",".014",".012",".01",".009",".007",".007",".007",".008",".009",".013",".015",".0155",".0154",".0138",".0098",".0076",".0065",".0052",".0054",".0065",".0079",".011",".0144",
"ÇÔ¾ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".013",".012",".011",".009",".009",".008",".007",".008",".009",".013",".014",".014",".011",".01",".01",".008",".008",".007",".006",".007",".009",".011",".011",".011",".009",".009",".009",".008",".008",".007",".006",".007",".008",".011",".011",".012",".011",".012",".009",".008",".008",".007",".006",".007",".007",".012",".011",".012",".0124",".0125",".0094",".0085",".0066",".0057",".0056",".006",".0074",".0081",".0105",
"³²ÇØ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".015",".013",".011",".01",".01",".008",".007",".008",".007",".009",".012",".015",".013",".01",".01","0.010*",".008",".008",".007",".006",".007",".009",".012",".013",".01",".01",".008",".009",".008",".007",".006",".006",".006",".008",".01",".012",".013",".01",".011",".008",".008",".006",".006",".006",".006",".008",".01",".011",".0114",".0113",".0107",".0078",".0068",".0069",".0052",".0051",".0055",".0074",".0078",".0093",
"»êÃ»","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".015",".013",".01",".009",".008",".006",".007",".006",".006",".006",".008",".011",".012",".015",".011",".009",".008",".007",".007",".006",".005",".006",".009",".012",".012",".013",".01",".011",".009",".008",".006",".005",".006",".007",".009",".013",".011",".0113",".0134",".0131",".0084","",".0062",".0055",".0046",".0059",".0067",".0079",".0096",
"ÀÇ·É","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".012",".014",".013",".01",".009",".008",".008",".007",".006",".005",".005",".008",".011",".013",".011",".011",".008",".008",".007",".008",".005",".005",".005",".008",".011",".011",".013",".009",".01",".008",".007",".005",".005",".005",".005",".007",".012",".011",".0114",".0112",".0106",".0088",".0094",".0106","","",".0135",".0114",".0112",".0132",
"Ã¢³ç","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".018",".02",".018",".017",".014",".012",".01",".011",".01",".009",".01",".014",".018",".018",".018",".015",".014",".012",".011",".011",".008",".008",".008",".012",".017",".018",".018",".013",".015",".011",".011",".008",".009",".009",".008",".01",".018",".016",".0164",".0167",".0155",".0108",".0106",".0098",".0095",".01",".0116",".0144",".0128",".0163",
"ÇÕÃµ","¿ùÆò±Õ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",".01",".013",".014",".011",".009",".008",".007",".007",".007",".006",".006",".007",".009",".012",".011",".014",".011",".01",".009",".01","0.009**","","0.010*",".01",".012",".013",".015",".012",".011",".009",".008",".006",".006",".006",".006",".008",".012",".013",".0133",".013",".0119",".0085",".0071",".006",".0054",".0051",".0057",".007",".009",".0118",
"µµÆò±Õ","¿ùÆò±Õ","",".029",".024",".023",".025",".019",".016",".015",".012",".014",".02",".024",".02",".023",".021",".021",".018",".019",".017",".014",".014",".015",".021",".02",".023",".024",".022",".023",".021",".019",".016",".015",".014",".015",".017",".024",".025",".023",".021",".023",".02",".021",".017",".014",".012",".016",".014",".024",".023",".022",".023",".02",".018",".016",".016",".013",".012",".012",".017",".027",".022",".021",".019",".018",".016",".016",".014",".012",".012",".012",".014",".02",".023",".019",".018",".015",".012",".011",".011",".011",".009",".01",".014",".018",".02",".018",".016",".014",".013",".011",".012",".009",".008",".009",".012",".018",".019",".02",".015",".016",".013",".012",".009",".01",".009",".01",".012",".019",".018",".0189",".019",".0178",".0121",".0119",".011",".0106",".0093",".0102",".0129",".0147",".0175",
"Á¦ÁÖ","¿ùÆò±Õ","",".014",".012",".013",".013",".011",".006",".007",".003",".006",".01",".012",".011",".009",".013",".014",".011",".01",".007",".008",".011",".013",".013",".015",".014",".013",".015",".016",".022",".016",".015",".008",".007",".011",".011",".015",".017",".013",".013",".016",".015",".015",".012",".009","0.009**","0.010*",".009",".015",".013",".015",".015",".016",".012",".012",".009",".007",".006",".009",".011",".016",".013",".015",".014",".017",".015",".013",".012",".009",".01",".011",".011",".013",".014",".014",".013",".012",".011",".011",".012",".01",".008",".009",".01",".013",".014",".009",".011",".011",".01",".01",".009",".006",".007",".007",".009",".011",".011",".01",".009",".011",".01",".009",".007",".006",".006",".007",".008",".01",".009",".0083",".0096",".0112",".0079",".0083",".0073",".0057",".0058",".0066",".0075",".0084",".0092",
"¼­±ÍÆ÷","¿ùÆò±Õ","",".017",".012",".012",".011",".01",".008",".007",".002",".006",".009",".013",".013",".023",".009",".013",".011",".008",".006",".006",".007",".007",".009",".013",".015",".015",".012",".013",".011",".009",".008",".005",".004",".006",".008",".012",".013",".012",".011",".011",".009",".007",".006",".004",".006",".006",".005",".008",".007",".007",".008",".008",".008",".006",".006",".005",".005",".005",".007",".01",".007",".009",".008",".009",".008",".007",".006",".004",".005",".005",".005",".007",".008",".008",".007",".006",".007",".006",".005",".005",".004",".005",".006",".007",".008",".006",".007",".007",".006",".006",".005",".004",".004",".004",".005",".007",".007",".007",".007",".007",".006",".006",".004",".004",".004",".004",".005",".006",".006",".0063",".0065",".007",".0052",".0049",".0047",".0039",".0052",".0042",".0055",".0055",".0062",
"µµÆò±Õ","¿ùÆò±Õ","",".015",".012",".013",".012",".011",".007",".007",".003",".006",".01",".012",".012",".014",".012",".014",".011",".009",".007",".007",".01",".011",".012",".014",".014",".014",".014",".015",".018",".014",".013",".007",".006",".009",".01",".014",".016",".013",".012",".014",".013",".012",".01",".007","0.007*",".008",".007",".011",".01",".011",".012",".012",".01",".009",".008",".006",".006",".007",".009",".013",".01",".012",".011",".012",".01",".01",".008",".006",".007",".007",".008",".009",".01",".01",".009",".008",".008",".007",".008",".006",".005",".007",".008",".009",".01",".008",".009",".009",".008",".008",".007",".005",".005",".006",".007",".009",".009",".008",".008",".009",".008",".007",".006",".005",".005",".006",".006",".008",".007",".0074",".0082",".0093",".0067",".0067",".0061",".0049",".0055",".0055",".0066",".0071",".0078",
