"시군구별","적용인구별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"금정구","가입자수","시군구별 적용인구 현황","명","72716","73194","74700","75678","75855","74546","75286","74632",
"금정구","피부양자수","시군구별 적용인구 현황","명","100296","97092","96033","92747","89758","85565","82825","76248",
"금정구","가입자수","시군구별 적용인구 현황","명","66573","65495","65185","65910","65052","64154","64631","65838",
"금정구","세대수","시군구별 적용인구 현황","세대","35475","35649","36260","37800","38035","38671","40563","42107",
"강서구","건강보험적용인구","시군구별 적용인구 현황","명","94056","112460","120986","126409","133089","141083","146005","147062",
"강서구","사업장수","시군구별 적용인구 현황","개","8744","9710","10449","11162","11912","12270","12891","13761",
"강서구","총가입자수","시군구별 적용인구 현황","명","69363","84674","91609","96382","101730","107985","111910","111748",
"강서구","가입자수","시군구별 적용인구 현황","명","32123","40603","44244","47385","51110","54704","57996","60045",
"강서구","피부양자수","시군구별 적용인구 현황","명","37240","44071","47365","48997","50620","53281","53914","51703",
"강서구","가입자수","시군구별 적용인구 현황","명","24693","27786","29377","30027","31359","33098","34095","35314",
"강서구","세대수","시군구별 적용인구 현황","세대","13024","14789","15845","16635","17827","19156","20137","21188",
"연제구","건강보험적용인구","시군구별 적용인구 현황","명","204424","199511","199565","200646","202404","202118","200956","197640",
"연제구","사업장수","시군구별 적용인구 현황","개","5912","6469","6858","6902","7101","7397","7785","7864",
"연제구","총가입자수","시군구별 적용인구 현황","명","147796","144107","145030","145598","147401","146803","146854","141787",
"연제구","가입자수","시군구별 적용인구 현황","명","62516","62387","64071","66403","69410","70329","72457","72618",
"연제구","피부양자수","시군구별 적용인구 현황","명","85280","81720","80959","79195","77991","76474","74397","69169",
"연제구","가입자수","시군구별 적용인구 현황","명","56628","55404","54535","55048","55003","55315","54102","55853",
"연제구","세대수","시군구별 적용인구 현황","세대","30135","29885","30099","31478","32084","32937","32926","34621",
"수영구","건강보험적용인구","시군구별 적용인구 현황","명","173985","173601","174298","170654","170772","171377","170275","170140",
"수영구","사업장수","시군구별 적용인구 현황","개","4163","4572","4842","5023","5292","5554","5933","6127",
"수영구","총가입자수","시군구별 적용인구 현황","명","119914","119863","120525","116759","117553","117252","116679","114619",
"수영구","가입자수","시군구별 적용인구 현황","명","51453","52983","54442","54694","56811","58461","59937","61553",
"수영구","피부양자수","시군구별 적용인구 현황","명","68461","66880","66083","62065","60742","58791","56742","53066",
"수영구","가입자수","시군구별 적용인구 현황","명","54071","53738","53773","53895","53219","54125","53596","55521",
"수영구","세대수","시군구별 적용인구 현황","세대","29109","29433","30060","31125","31364","32718","33288","35074",
"사상구","건강보험적용인구","시군구별 적용인구 현황","명","228319","222964","219803","213870","208963","203000","200297","196518",
"사상구","사업장수","시군구별 적용인구 현황","개","11567","11726","11949","12152","12292","12388","12641","12623",
"사상구","총가입자수","시군구별 적용인구 현황","명","164051","160414","157775","153199","149657","144319","141858","138046",
"사상구","가입자수","시군구별 적용인구 현황","명","75676","75444","75108","74781","74367","73174","73872","74432",
"사상구","피부양자수","시군구별 적용인구 현황","명","88375","84970","82667","78418","75290","71145","67986","63614",
"사상구","가입자수","시군구별 적용인구 현황","명","64268","62550","62028","60671","59306","58681","58439","58472",
"사상구","세대수","시군구별 적용인구 현황","세대","34511","34004","34322","34646","34765","35147","36332","37243",
"기장군","건강보험적용인구","시군구별 적용인구 현황","명","107689","154634","157683","160646","160805","170268","173261","175041",
"기장군","사업장수","시군구별 적용인구 현황","개","3792","4440","4733","5043","5360","5781","6384","6526",
"기장군","총가입자수","시군구별 적용인구 현황","명","63507","108275","110630","112064","112894","120234","122800","123275",
"기장군","가입자수","시군구별 적용인구 현황","명","27821","46041","48010","49678","51965","56953","59470","62190",
"기장군","피부양자수","시군구별 적용인구 현황","명","35686","62234","62620","62386","60929","63281","63330","61085",
"기장군","가입자수","시군구별 적용인구 현황","명","44182","46359","47053","48582","47911","50034","50461","51766",
"기장군","세대수","시군구별 적용인구 현황","세대","22452","23692","24692","26299","26755","28494","29486","30991",
"대구광역시","건강보험적용인구","시군구별 적용인구 현황","명","2390958","2392784","2388454","2376565","2358099","2338426","2317036","2302374",
"대구광역시","사업장수","시군구별 적용인구 현황","개","66510","71546","75085","78911","82241","84345","87392","88591",
"대구광역시","총가입자수","시군구별 적용인구 현황","명","1707073","1723492","1731378","1719059","1710937","1693542","1678507","1647433",
"대구광역시","가입자수","시군구별 적용인구 현황","명","706679","731300","751089","771727","789213","800983","815115","833170",
"대구광역시","피부양자수","시군구별 적용인구 현황","명","1000394","992192","980289","947332","921724","892559","863392","814263",
"대구광역시","가입자수","시군구별 적용인구 현황","명","683885","669292","657076","657506","647162","644884","638529","654941",
"대구광역시","세대수","시군구별 적용인구 현황","세대","355403","353413","353795","366138","369049","377647","384051","400771",
"중구","건강보험적용인구","시군구별 적용인구 현황","명","76528","75232","74805","75505","73965","73431","72384","78386",
"중구","사업장수","시군구별 적용인구 현황","개","5713","6160","6468","6702","6921","6947","7054","7044",
"중구","총가입자수","시군구별 적용인구 현황","명","48797","48712","49236","49905","49683","49545","49508","53925",
"중구","가입자수","시군구별 적용인구 현황","명","21150","21536","22253","23705","24447","25180","25658","29092",
"중구","피부양자수","시군구별 적용인구 현황","명","27647","27176","26983","26200","25236","24365","23850","24833",
"중구","가입자수","시군구별 적용인구 현황","명","27731","26520","25569","25600","24282","23886","22876","24461",
