"사망원인별(104항목)","성별","연령(5세)별","항목","단위","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","30 - 34세","사망자수[명]","명","30","17","10","19","10","14","12","40",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","30 - 34세","사망률[십만명당]","십만명당","1.5",".9",".6","1.1",".6",".9",".7","2.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","35 - 39세","사망자수[명]","명","32","33","28","23","32","29","39","48",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","35 - 39세","사망률[십만명당]","십만명당","1.6","1.6","1.4","1.1","1.6","1.5","2.1","2.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","40 - 44세","사망자수[명]","명","85","65","61","54","44","61","68","106",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","40 - 44세","사망률[십만명당]","십만명당","3.8","3","2.9","2.7","2.2","3.1","3.4","5.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","45 - 49세","사망자수[명]","명","155","138","139","137","123","103","123","173",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","45 - 49세","사망률[십만명당]","십만명당","7","6.1","6.1","6","5.4","4.6","5.7","8.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","50 - 54세","사망자수[명]","명","228","229","199","196","191","151","239","367",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","50 - 54세","사망률[십만명당]","십만명당","10.6","10.8","9.5","9.3","8.9","6.9","10.7","16.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","55 - 59세","사망자수[명]","명","278","276","274","266","289","245","375","624",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","55 - 59세","사망률[십만명당]","십만명당","14.3","13.6","13","12.4","13.5","11.6","18","30.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","60 - 64세","사망자수[명]","명","248","269","295","286","320","349","587","1156",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","60 - 64세","사망률[십만명당]","십만명당","18.6","18.5","18.9","17.2","18","18.6","29.7","56.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65 - 69세","사망자수[명]","명","309","323","287","298","280","408","717","1619",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65 - 69세","사망률[십만명당]","십만명당","30.6","30.8","26.4","26.4","23.8","32.1","51.5","108.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","70 - 74세","사망자수[명]","명","415","460","433","436","391","489","880","2259",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","70 - 74세","사망률[십만명당]","십만명당","52.4","57.9","53.9","52.2","44.2","52.3","90.7","224.5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","75 - 79세","사망자수[명]","명","619","683","674","760","688","829","1146","2971",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","75 - 79세","사망률[십만명당]","십만명당","113.4","118.8","108.1","114.6","101.8","121.5","166.5","424.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80세이상","사망자수[명]","명","1316","1454","1399","1706","1705","2192","3103","10194",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80세이상","사망률[십만명당]","십만명당","330.3","330.6","289.8","323.6","295.4","349.2","456.8","1375.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80 - 84세","사망자수[명]","명","640","719","677","819","808","1012","1419","4318",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","80 - 84세","사망률[십만명당]","십만명당","239","240.4","206.3","229.9","208.9","244.8","323","902.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","85 - 89세","사망자수[명]","명","421","463","471","569","584","772","1105","3604",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","85 - 89세","사망률[십만명당]","십만명당","433.9","439.1","404","439.3","404.4","472.3","599.7","1784",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","90세이상","사망자수[명]","명","255","272","251","318","313","408","579","2272",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","90세이상","사망률[십만명당]","십만명당","758.4","769.7","661.1","766.3","679.8","800.8","1040.1","3745.7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15세 미만","사망자수[명]","명","19","17","14","12","15","7","12","31",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15세 미만","사망률[십만명당]","십만명당",".5",".5",".4",".3",".4",".2",".4","1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15 - 64세","사망자수[명]","명","1075","1043","1023","997","1022","964","1462","2574",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","15 - 64세","사망률[십만명당]","십만명당","5.7","5.5","5.4","5.2","5.4","5.1","7.8","13.9",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65세 이상","사망자수[명]","명","2659","2920","2793","3200","3064","3918","5846","17043",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","65세 이상","사망률[십만명당]","십만명당","96.8","102.2","93.2","101.5","92.4","111.4","156.8","432.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","연령미상","사망자수[명]","명","1","0","0","0","2","1","0","2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","남자","연령미상","사망률[십만명당]","십만명당","","","","","","","","",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","계","사망자수[명]","명","3541","3966","4156","4537","4589","5529","7658","22133",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","계","사망률[십만명당]","십만명당","13.9","15.5","16.2","17.7","17.8","21.5","29.7","86.1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","0세","사망자수[명]","명","2","10","3","0","3","1","4","5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","0세","사망률[십만명당]","십만명당","1","5","1.7","","2",".7","3.2","4.1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","1 - 4세","사망자수[명]","명","1","4","5","2","2","8","1","9",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","1 - 4세","사망률[십만명당]","십만명당",".1",".4",".6",".2",".3","1.1",".2","1.5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","5 - 9세","사망자수[명]","명","0","1","0","1","4","1","1","10",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","5 - 9세","사망률[십만명당]","십만명당","",".1","",".1",".4",".1",".1",".9",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","10 - 14세","사망자수[명]","명","1","2","0","1","0","0","1","6",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","10 - 14세","사망률[십만명당]","십만명당",".1",".2","",".1","","",".1",".5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","15 - 19세","사망자수[명]","명","2","3","3","4","3","2","0","7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","15 - 19세","사망률[십만명당]","십만명당",".1",".2",".2",".3",".2",".2","",".6",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","20 - 24세","사망자수[명]","명","1","7","6","3","2","8","5","12",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","20 - 24세","사망률[십만명당]","십만명당",".1",".4",".4",".2",".1",".5",".3",".8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","25 - 29세","사망자수[명]","명","14","3","5","7","4","8","3","17",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","25 - 29세","사망률[십만명당]","십만명당",".9",".2",".3",".4",".2",".5",".2","1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","30 - 34세","사망자수[명]","명","15","10","7","7","4","3","6","19",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","30 - 34세","사망률[십만명당]","십만명당",".8",".6",".4",".4",".3",".2",".4","1.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","35 - 39세","사망자수[명]","명","14","17","6","5","11","16","25","33",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","35 - 39세","사망률[십만명당]","십만명당",".7",".9",".3",".3",".6",".9","1.4","2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","40 - 44세","사망자수[명]","명","21","20","13","24","23","21","21","64",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","40 - 44세","사망률[십만명당]","십만명당","1","1",".6","1.2","1.2","1.1","1.1","3.3",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","45 - 49세","사망자수[명]","명","39","39","24","32","31","37","56","118",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","45 - 49세","사망률[십만명당]","십만명당","1.8","1.8","1.1","1.4","1.4","1.7","2.7","5.9",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","50 - 54세","사망자수[명]","명","80","52","55","39","55","48","84","160",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","50 - 54세","사망률[십만명당]","십만명당","3.8","2.5","2.7","1.9","2.6","2.2","3.8","7.2",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","55 - 59세","사망자수[명]","명","84","82","68","99","86","86","122","270",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","55 - 59세","사망률[십만명당]","십만명당","4.3","4","3.2","4.6","4.1","4.1","6","13.5",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","60 - 64세","사망자수[명]","명","96","110","103","91","106","136","236","489",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","60 - 64세","사망률[십만명당]","십만명당","6.9","7.3","6.4","5.3","5.8","7.1","11.7","23.4",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","65 - 69세","사망자수[명]","명","153","162","170","179","149","188","359","762",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","65 - 69세","사망률[십만명당]","십만명당","13.9","14.2","14.5","14.7","11.8","13.8","24.1","47.8",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","70 - 74세","사망자수[명]","명","331","298","297","317","279","326","516","1195",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","70 - 74세","사망률[십만명당]","십만명당","33.6","30.7","30.9","32.4","27.4","30.6","46.7","104.6",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","75 - 79세","사망자수[명]","명","561","645","632","664","613","757","885","2194",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","75 - 79세","사망률[십만명당]","십만명당","69.4","77.4","71.6","72","66.1","82.2","97.3","242.7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","80세이상","사망자수[명]","명","2125","2501","2756","3061","3214","3883","5333","16760",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","80세이상","사망률[십만명당]","십만명당","232.6","254.7","262.7","274.1","269.6","306.2","396.9","1172.6",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","80 - 84세","사망자수[명]","명","803","974","949","1031","1072","1258","1570","4378",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","80 - 84세","사망률[십만명당]","십만명당","152.5","172.3","158.1","162.8","160.1","180.4","216.9","569.1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","85 - 89세","사망자수[명]","명","774","911","1026","1105","1192","1374","1951","5914",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","85 - 89세","사망률[십만명당]","십만명당","288.7","315.6","331.2","333.9","335.6","355.8","465.6","1327.6",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","90세이상","사망자수[명]","명","548","616","781","925","950","1251","1812","6468",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","90세이상","사망률[십만명당]","십만명당","460","481.9","561.7","606.6","567.3","679.1","903","3014.7",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","15세 미만","사망자수[명]","명","4","17","8","4","9","10","7","30",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","15세 미만","사망률[십만명당]","십만명당",".1",".5",".2",".1",".3",".3",".2","1",
"특정 감염성 및 기생충성 질환 (A00-B99, U07.1, U07.2, U10)","여자","15 - 64세","사망자수[명]","명","366","343","290","311","325","365","558","1189",
